"year(cout)","month(cout)","deweyBin","Mexico","Ireland","Spain","Israel","Egypt","Vietnam","Germany","Russia","China","Cuba","Iraq","Japan"
2007,12,133,0,1,0,0,1,1,0,0,23,0,0,0
2008,1,133,0,1,0,0,1,0,0,0,26,0,0,0
2008,2,133,0,2,0,0,0,0,0,0,25,0,0,0
2008,3,133,0,1,0,0,1,0,0,0,11,0,0,0
2008,4,133,0,1,0,0,0,0,0,0,16,0,0,0
2008,5,133,0,2,0,0,0,0,0,0,23,0,0,0
2008,6,133,0,1,0,0,1,0,0,0,29,0,0,0
2008,7,133,0,1,0,0,0,0,0,0,14,0,0,0
2008,8,133,0,0,0,0,1,0,0,0,11,0,0,0
2008,9,133,0,1,0,0,0,0,0,0,13,0,0,0
2008,10,133,0,1,0,0,1,1,0,0,15,0,0,0
2008,11,133,0,1,0,0,1,0,0,0,13,0,0,0
2008,12,133,0,2,0,0,1,0,0,0,8,0,0,0
2009,1,133,0,0,0,0,5,1,0,0,20,0,0,0
2009,2,133,0,1,0,0,4,0,1,0,22,0,0,0
2009,3,133,0,0,0,0,4,0,9,0,17,0,0,0
2009,4,133,0,0,0,0,3,0,9,0,13,0,0,0
2009,5,133,0,1,0,0,2,0,4,0,14,0,0,0
2009,6,133,0,1,0,0,2,0,7,0,13,0,0,0
2009,7,133,0,1,0,0,3,0,4,0,13,0,0,0
2009,8,133,0,0,0,0,3,0,5,0,25,0,0,0
2009,9,133,0,0,0,0,2,0,2,0,8,0,0,0
2009,10,133,0,0,0,0,2,0,6,0,15,0,0,0
2009,11,133,0,0,0,0,3,0,2,0,20,0,0,0
2009,12,133,0,0,0,0,1,0,2,0,15,0,0,0
2010,1,133,0,0,0,0,0,0,3,0,24,0,0,0
2010,2,133,0,0,0,0,1,0,3,0,11,0,0,0
2010,3,133,0,0,0,0,3,0,1,0,6,0,0,0
2010,4,133,0,0,0,0,0,0,0,0,8,0,0,0
2010,5,133,0,0,0,0,4,0,1,0,10,0,0,0
2010,6,133,0,0,0,0,1,0,2,0,16,0,0,0
2010,7,133,0,0,0,0,3,0,1,0,9,0,0,0
2010,8,133,0,0,0,0,2,0,1,0,8,0,0,0
2010,9,133,0,0,0,0,2,0,0,0,7,0,0,0
2010,10,133,0,0,0,0,1,0,2,0,14,0,0,0
2010,11,133,0,0,0,0,2,0,1,0,9,0,0,0
2010,12,133,0,0,0,0,3,0,2,0,20,0,0,0
2011,1,133,0,0,0,0,1,0,0,0,35,0,0,0
2011,2,133,0,0,0,0,0,0,0,0,27,0,0,0
2011,3,133,0,0,0,0,1,0,0,0,19,0,0,0
2011,4,133,0,0,0,0,2,0,0,0,16,0,0,0
2011,5,133,0,0,0,0,1,0,0,0,17,0,0,0
2011,6,133,0,0,0,0,0,0,1,0,15,0,0,0
2011,7,133,0,0,0,0,2,0,0,0,23,0,0,0
2011,8,133,0,0,0,0,0,0,3,0,13,0,0,0
2011,9,133,0,0,0,0,1,0,0,0,8,0,0,0
2011,10,133,0,0,0,0,1,0,2,0,5,0,0,0
2011,11,133,0,0,0,0,0,0,0,0,13,0,0,0
2011,12,133,0,0,0,0,2,0,0,0,5,0,0,0
2012,1,133,0,0,0,0,0,0,1,0,25,0,0,0
2012,2,133,0,0,0,0,0,0,0,0,11,0,0,0
2012,3,133,0,0,0,0,1,0,0,0,17,0,0,0
2012,4,133,0,0,0,0,0,0,1,0,12,0,0,0
2012,5,133,0,0,0,0,1,0,0,0,9,0,0,0
2012,6,133,0,0,0,0,1,0,0,0,8,0,0,0
2012,7,133,0,0,0,0,1,0,0,0,11,0,0,0
2012,8,133,0,0,0,0,0,0,1,0,7,0,0,0
2012,9,133,0,0,0,0,1,0,0,0,4,0,0,0
2012,10,133,0,0,0,0,2,0,0,0,8,0,0,0
2012,11,133,0,0,0,0,0,0,0,0,9,0,0,0
2012,12,133,0,0,0,0,1,0,0,0,14,0,0,0
2013,1,133,0,0,0,0,1,0,0,0,13,0,0,0
2013,2,133,0,0,0,0,1,0,0,0,23,0,0,0
2013,3,133,0,0,0,0,1,0,0,0,12,0,0,0
2013,4,133,0,0,0,0,0,0,1,0,11,0,0,0
2013,5,133,0,0,0,0,1,0,0,0,15,0,0,0
2013,6,133,0,0,0,0,0,0,0,0,16,0,0,0
2013,7,133,0,0,0,0,2,0,0,0,15,0,0,0
2013,8,133,0,0,0,0,0,0,0,0,15,0,0,0
2013,9,133,0,0,0,0,0,0,0,0,15,0,0,0
2013,10,133,0,0,0,0,0,0,0,0,11,0,0,0
2013,11,133,0,0,0,0,0,0,0,0,11,0,0,0
2013,12,133,0,0,0,0,0,0,0,0,8,0,0,0
2014,1,133,0,0,0,0,0,0,0,0,22,0,0,0
2014,2,133,0,0,0,0,0,0,0,0,8,0,0,0
2014,3,133,0,0,0,0,0,0,0,0,11,0,0,0
2014,4,133,0,0,0,0,0,0,0,0,13,0,0,0
2014,5,133,0,0,0,0,0,0,0,0,4,0,0,0
2014,6,133,0,0,0,0,0,0,0,0,10,0,0,0
2014,7,133,0,0,0,0,0,0,0,0,12,0,0,0
2014,8,133,0,0,0,0,0,0,0,0,6,0,0,0
2014,9,133,0,0,0,0,0,0,0,0,5,0,0,0
2014,10,133,0,0,0,0,0,0,0,0,3,0,0,0
2014,11,133,0,0,0,0,0,0,0,0,8,0,0,0
2014,12,133,0,0,0,0,0,0,0,0,4,0,0,0
2015,1,133,0,0,0,0,0,0,0,0,14,0,0,0
2015,2,133,0,0,0,0,0,0,0,0,19,0,0,0
2015,3,133,0,0,0,0,0,0,0,0,10,0,0,0
2015,4,133,0,0,0,0,0,0,0,0,12,0,0,0
2015,5,133,0,0,0,0,0,0,0,0,7,0,0,0
2015,6,133,0,0,0,0,0,0,0,0,7,0,0,0
2015,7,133,0,0,0,0,0,0,0,0,5,0,0,0
2015,8,133,0,0,0,0,0,0,0,0,7,0,0,0
2015,9,133,0,0,0,0,0,0,0,0,13,0,0,0
2015,10,133,0,0,0,0,0,0,0,0,3,0,0,0
2015,11,133,0,0,0,0,0,0,0,0,8,0,0,0
2015,12,133,0,0,0,0,0,0,0,0,6,0,0,0
2016,1,133,0,0,0,0,0,0,0,0,18,0,0,0
2016,2,133,0,0,0,0,0,0,0,0,12,0,0,0
2016,3,133,0,0,0,0,0,0,0,0,5,0,0,1
2016,4,133,0,0,0,0,0,0,0,0,7,0,0,2
2016,5,133,0,0,0,0,0,0,0,0,6,0,0,1
2016,6,133,0,0,0,0,0,0,0,0,8,0,0,1
2016,7,133,0,0,0,0,0,0,0,0,6,0,0,1
2016,8,133,0,0,0,0,0,0,0,0,9,0,0,0
2016,9,133,0,0,0,0,0,0,0,0,8,0,0,1
2016,10,133,0,0,0,0,0,0,0,0,7,0,0,2
2016,11,133,0,0,0,0,0,0,0,0,16,0,0,1
2016,12,133,0,0,0,0,0,0,0,0,9,0,0,1
2006,3,135,0,0,0,0,2,0,0,0,0,0,0,0
2006,8,135,0,0,0,0,1,0,0,0,0,0,0,0
2006,9,135,0,0,0,0,2,0,0,0,0,0,0,0
2006,10,135,0,0,0,0,2,0,0,0,0,0,0,0
2006,11,135,0,0,0,0,1,0,0,0,0,0,0,0
2007,3,135,0,0,0,0,2,0,0,0,0,0,0,0
2007,4,135,0,0,0,0,3,0,0,0,0,0,0,0
2007,6,135,0,0,0,0,1,0,0,0,0,0,0,0
2007,7,135,0,0,0,0,1,0,0,0,0,0,0,0
2007,9,135,0,0,0,0,1,0,0,0,0,0,0,0
2007,11,135,0,0,0,0,1,0,0,0,0,0,0,0
2008,2,135,0,0,0,0,1,0,0,0,0,0,0,0
2008,3,135,0,0,0,0,1,0,0,0,0,0,0,0
2008,4,135,0,0,0,0,2,0,0,0,0,0,0,0
2008,5,135,0,0,0,0,1,0,0,0,0,0,0,0
2008,6,135,0,0,0,0,1,0,0,0,0,0,0,0
2008,10,135,0,0,0,0,3,0,0,0,0,0,0,0
2008,11,135,0,0,0,0,1,0,0,0,0,0,0,0
2008,12,135,0,0,0,0,5,0,0,0,0,0,0,0
2009,1,135,0,0,0,0,5,0,0,0,0,0,0,0
2009,2,135,0,0,0,0,2,0,0,0,0,0,0,0
2009,3,135,0,0,0,0,3,0,0,0,0,0,0,0
2009,4,135,0,0,0,0,4,0,0,0,0,0,0,0
2009,5,135,0,0,0,0,7,0,0,0,0,0,0,0
2009,6,135,0,0,0,0,3,0,0,0,0,0,0,0
2009,7,135,0,0,0,0,1,0,0,0,0,0,0,0
2009,8,135,0,0,0,0,3,0,0,0,0,0,0,0
2009,9,135,0,0,0,0,5,0,0,0,0,0,0,0
2009,10,135,0,0,0,0,3,0,0,0,0,0,0,0
2009,11,135,0,0,0,0,4,0,0,0,0,0,0,0
2009,12,135,0,0,0,0,3,0,0,0,0,0,0,0
2010,1,135,0,0,0,0,1,0,0,0,0,0,0,0
2010,2,135,0,0,0,0,3,0,0,0,0,0,0,0
2010,4,135,0,0,0,0,1,0,0,0,0,0,0,0
2010,5,135,0,0,0,0,1,0,0,0,0,0,0,0
2010,6,135,0,0,0,0,3,0,0,0,0,0,0,0
2010,9,135,0,0,0,0,3,0,0,0,0,0,0,0
2010,10,135,0,0,0,0,1,0,0,0,0,0,0,0
2010,11,135,0,0,0,0,2,0,0,0,0,0,0,0
2011,1,135,0,0,0,0,1,0,0,0,0,0,0,0
2011,2,135,0,0,0,0,3,0,0,0,0,0,0,0
2011,3,135,0,0,0,0,1,0,0,0,0,0,0,0
2011,4,135,0,0,0,0,2,0,0,0,0,0,0,0
2011,5,135,0,0,0,0,1,0,0,0,0,0,0,0
2011,6,135,0,0,0,0,1,0,0,0,0,0,0,0
2011,8,135,0,0,0,0,2,0,0,0,0,0,0,0
2011,10,135,0,0,0,0,1,0,0,0,0,0,0,0
2011,11,135,0,0,0,0,2,0,0,0,0,0,0,0
2011,12,135,0,0,0,0,5,0,0,0,0,0,0,0
2012,1,135,0,0,0,0,2,0,0,0,0,0,0,0
2012,2,135,0,0,0,0,1,0,0,0,0,0,0,0
2012,3,135,0,0,0,0,2,0,0,0,0,0,0,0
2012,4,135,0,0,0,0,1,0,0,0,0,0,0,0
2012,6,135,0,0,0,0,3,0,0,0,0,0,0,0
2012,7,135,0,0,0,0,3,0,0,0,0,0,0,0
2012,9,135,0,0,0,0,2,0,0,0,0,0,0,0
2012,10,135,0,0,0,0,2,0,0,0,0,0,0,0
2012,11,135,0,0,0,0,3,0,0,0,0,0,0,0
2012,12,135,0,0,0,0,1,0,0,0,0,0,0,0
2013,1,135,0,0,0,0,3,0,0,0,0,0,0,0
2013,2,135,0,0,0,0,1,0,0,0,0,0,0,0
2013,3,135,0,0,0,0,2,0,0,0,0,0,0,0
2013,4,135,0,0,0,0,1,0,0,0,0,0,0,0
2013,5,135,0,0,0,0,1,0,0,0,0,0,0,0
2013,6,135,0,0,0,0,1,0,0,0,0,0,0,0
2013,7,135,0,0,0,0,2,0,0,0,0,0,0,0
2013,8,135,0,0,0,0,2,0,0,0,0,0,0,0
2013,10,135,0,0,0,0,1,0,0,0,0,0,0,0
2013,12,135,0,0,0,0,2,0,0,0,0,0,0,0
2014,1,135,0,0,0,0,1,0,0,0,0,0,0,0
2014,3,135,0,0,0,0,2,0,0,0,0,0,0,0
2014,4,135,0,0,0,0,1,0,0,0,0,0,0,0
2014,6,135,0,0,0,0,2,0,0,0,0,0,0,0
2014,7,135,0,0,0,0,1,0,0,0,0,0,0,0
2014,8,135,0,0,0,0,2,0,0,0,0,0,0,0
2014,9,135,0,0,0,0,1,0,0,0,0,0,0,0
2014,11,135,0,0,0,0,1,0,0,0,0,0,0,0
2015,1,135,0,0,0,0,1,0,0,0,0,0,0,0
2015,3,135,0,0,0,0,1,0,0,0,0,0,0,0
2015,4,135,0,0,0,0,2,0,0,0,0,0,0,0
2015,6,135,0,0,0,0,2,0,0,0,0,0,0,0
2015,8,135,0,0,0,0,2,0,0,0,0,0,0,0
2015,9,135,0,0,0,0,2,0,0,0,0,0,0,0
2015,10,135,0,0,0,0,1,0,0,0,0,0,0,0
2015,11,135,0,0,0,0,1,0,0,0,0,0,0,0
2016,1,135,0,0,0,0,2,0,0,0,0,0,0,0
2016,3,135,0,0,0,0,1,0,0,0,0,0,0,0
2016,4,135,0,0,0,0,1,0,0,0,0,0,0,0
2016,7,135,0,0,0,0,2,0,0,0,0,0,0,0
2016,9,135,0,0,0,0,1,0,0,0,0,0,0,0
2016,11,135,0,0,0,0,1,0,0,0,0,0,0,0
2016,12,135,0,0,0,0,1,0,0,0,0,0,0,0
2006,3,136,0,0,0,0,0,0,0,0,0,0,0,1
2006,12,136,0,0,0,0,0,0,0,0,0,0,0,1
2011,10,136,0,0,0,0,0,0,1,0,0,0,0,0
2006,1,138,0,0,0,0,0,0,0,0,3,0,0,0
2006,2,138,0,0,0,0,0,0,0,0,2,0,0,0
2006,3,138,0,0,0,0,0,0,0,0,2,0,0,0
2006,4,138,0,0,0,0,0,0,0,0,1,0,0,0
2006,5,138,0,0,0,0,0,0,0,0,1,0,0,0
2006,6,138,0,0,0,0,0,0,0,0,2,0,0,0
2006,7,138,0,0,0,0,0,0,0,0,1,0,0,0
2006,8,138,0,0,0,0,0,0,0,0,1,0,0,0
2006,9,138,0,0,0,0,0,0,0,0,2,0,0,0
2006,10,138,0,0,0,0,0,0,0,0,1,0,0,0
2006,12,138,0,0,0,0,0,0,0,0,3,0,0,0
2007,1,138,0,0,0,0,0,0,0,0,1,0,0,0
2007,3,138,0,0,0,0,0,0,0,0,4,0,0,0
2007,4,138,0,0,0,0,0,0,0,0,1,0,0,0
2007,5,138,0,0,0,0,0,0,0,0,4,0,0,0
2007,6,138,0,0,0,0,0,0,0,0,1,0,0,0
2007,7,138,0,0,0,0,0,0,0,0,4,0,0,0
2007,8,138,0,0,0,0,0,0,0,0,5,0,0,0
2007,9,138,0,0,0,0,0,0,0,0,2,0,0,0
2007,11,138,0,0,0,0,0,0,0,0,2,0,0,0
2007,12,138,0,0,0,0,0,0,0,0,3,0,0,0
2008,1,138,0,0,0,0,0,0,0,0,3,0,0,0
2008,2,138,0,0,0,0,0,0,0,0,4,0,0,0
2008,3,138,0,0,0,0,0,0,0,0,7,0,0,0
2008,4,138,0,0,0,0,0,0,0,0,8,0,0,0
2008,5,138,0,0,0,0,0,0,0,0,5,0,0,0
2008,6,138,0,0,0,0,0,0,0,0,8,0,0,0
2008,7,138,0,0,0,0,0,0,0,0,9,0,0,0
2008,8,138,0,0,0,0,0,0,0,0,9,0,0,0
2008,9,138,0,0,0,0,0,0,0,0,10,0,0,0
2008,10,138,0,0,0,0,0,0,0,0,12,0,0,0
2008,11,138,0,0,0,0,0,0,0,0,10,0,0,0
2009,1,138,0,0,0,0,0,0,0,0,10,0,0,0
2009,2,138,0,0,0,0,0,0,0,0,7,0,0,0
2009,3,138,0,0,0,0,0,0,0,0,9,0,0,0
2009,4,138,0,0,0,0,0,0,0,0,8,0,0,0
2009,5,138,0,0,0,0,0,0,0,0,7,0,0,0
2009,6,138,0,0,0,0,0,0,0,0,8,0,0,0
2009,7,138,0,0,0,0,0,0,0,0,3,0,0,0
2009,8,138,0,0,0,0,0,0,0,0,3,0,0,0
2009,9,138,0,0,0,0,0,0,0,0,7,0,0,0
2009,10,138,0,0,0,0,0,0,0,0,4,0,0,0
2009,11,138,0,0,0,0,0,0,0,0,3,0,0,0
2009,12,138,0,0,0,0,0,0,0,0,5,0,0,0
2010,1,138,0,0,0,0,0,0,0,0,7,0,0,0
2010,2,138,0,0,0,0,0,0,0,0,7,0,0,0
2010,3,138,0,0,0,0,0,0,0,0,12,0,0,0
2010,4,138,0,0,0,0,0,0,0,0,6,0,0,0
2010,5,138,0,0,0,0,0,0,0,0,5,0,0,0
2010,6,138,0,0,0,0,0,0,0,0,9,0,0,0
2010,7,138,0,0,0,0,0,0,0,0,6,0,0,0
2010,8,138,0,0,0,0,0,0,0,0,8,0,0,0
2010,9,138,0,0,0,0,0,0,0,0,5,0,0,0
2010,10,138,0,0,0,0,0,0,0,0,5,0,0,0
2010,11,138,0,0,0,0,0,0,0,0,5,0,0,0
2011,1,138,0,0,0,0,0,0,0,0,2,0,0,0
2011,2,138,0,0,0,0,0,0,0,0,4,0,0,0
2011,3,138,0,0,0,0,0,0,0,0,5,0,0,0
2011,4,138,0,0,0,0,0,0,0,0,2,0,0,0
2011,5,138,0,0,0,0,0,0,0,0,3,0,0,0
2011,6,138,0,0,0,0,0,0,0,0,4,0,0,0
2011,7,138,0,0,0,0,0,0,0,0,4,0,0,0
2011,8,138,0,0,0,0,0,0,0,0,6,0,0,0
2011,9,138,0,0,0,0,0,0,0,0,1,0,0,0
2011,10,138,0,0,0,0,0,0,0,0,4,0,0,0
2011,11,138,0,0,0,0,0,0,0,0,4,0,0,0
2011,12,138,0,0,0,0,0,0,0,0,3,0,0,0
2012,1,138,0,0,0,0,0,0,0,0,2,0,0,0
2012,2,138,0,0,0,0,0,0,0,0,4,0,0,0
2012,3,138,0,0,0,0,0,0,0,0,6,0,0,0
2012,4,138,0,0,0,0,0,0,0,0,4,0,0,0
2012,5,138,0,0,0,0,0,0,0,0,2,0,0,0
2012,6,138,0,0,0,0,0,0,0,0,2,0,0,0
2012,7,138,0,0,0,0,0,0,0,0,3,0,0,0
2012,8,138,0,0,0,0,0,0,0,0,4,0,0,0
2012,10,138,0,0,0,0,0,0,0,0,4,0,0,0
2012,11,138,0,0,0,0,0,0,0,0,4,0,0,0
2012,12,138,0,0,0,0,0,0,0,0,1,0,0,0
2013,1,138,0,0,0,0,0,0,0,0,5,0,0,0
2013,2,138,0,0,0,0,0,0,0,0,2,0,0,0
2013,3,138,0,0,0,0,0,0,0,0,6,0,0,0
2013,4,138,0,0,0,0,0,0,0,0,4,0,0,0
2013,5,138,0,0,0,0,0,0,0,0,3,0,0,0
2013,6,138,0,0,0,0,0,0,0,0,5,0,0,0
2013,7,138,0,0,0,0,0,0,0,0,6,0,0,0
2013,8,138,0,0,0,0,0,0,0,0,5,0,0,0
2013,9,138,0,0,0,0,0,0,0,0,5,0,0,0
2013,10,138,0,0,0,0,0,0,0,0,5,0,0,0
2013,11,138,0,0,0,0,0,0,0,0,6,0,0,0
2013,12,138,0,0,0,0,0,0,0,0,3,0,0,0
2014,1,138,0,0,0,0,0,0,0,0,7,0,0,0
2014,2,138,0,0,0,0,0,0,0,0,9,0,0,0
2014,3,138,0,0,0,0,0,0,0,0,7,0,0,0
2014,4,138,0,0,0,0,0,0,0,0,6,0,0,0
2014,5,138,0,0,0,0,0,0,0,0,3,0,0,0
2014,6,138,0,0,0,0,0,0,0,0,2,0,0,0
2014,7,138,0,0,0,0,0,0,0,0,8,0,0,0
2014,8,138,0,0,0,0,0,0,0,0,4,0,0,0
2014,9,138,0,0,0,0,0,0,0,0,6,0,0,0
2014,10,138,0,0,0,0,0,0,0,0,7,0,0,0
2014,11,138,0,0,0,0,0,0,0,0,1,0,0,0
2014,12,138,0,0,0,0,0,0,0,0,5,0,0,0
2015,1,138,0,0,0,0,0,0,0,0,5,0,0,0
2015,2,138,0,0,0,0,0,0,0,0,3,0,0,0
2015,3,138,0,0,0,0,0,0,0,0,3,0,0,0
2015,4,138,0,0,0,0,0,0,0,0,5,0,0,0
2015,6,138,0,0,0,0,0,0,0,0,2,0,0,0
2015,7,138,0,0,0,0,0,0,0,0,3,0,0,0
2015,8,138,0,0,0,0,0,0,0,0,8,0,0,0
2015,10,138,0,0,0,0,0,0,0,0,1,0,0,0
2015,11,138,0,0,0,0,0,0,0,0,7,0,0,0
2015,12,138,0,0,0,0,0,0,0,0,3,0,0,0
2016,1,138,0,0,0,0,0,0,0,0,1,0,0,0
2016,2,138,0,0,0,0,0,0,0,0,2,0,0,0
2016,3,138,0,0,0,0,0,0,0,0,7,0,0,0
2016,4,138,0,0,0,0,0,0,0,0,3,0,0,0
2016,5,138,0,0,0,0,0,0,0,0,4,0,0,0
2016,6,138,0,0,0,0,0,0,0,0,3,0,0,0
2016,7,138,0,0,0,0,0,0,0,0,6,0,0,0
2016,8,138,0,0,0,0,0,0,0,0,7,0,0,0
2016,9,138,0,0,0,0,0,0,0,0,3,0,0,0
2016,10,138,0,0,0,0,0,0,0,0,1,0,0,0
2016,11,138,0,0,0,0,0,0,0,0,5,0,0,0
2016,12,138,0,0,0,0,0,0,0,0,2,0,0,0
2006,5,141,0,0,0,0,0,0,1,0,0,0,0,0
2006,11,141,0,0,0,0,0,0,1,0,0,0,0,0
2006,2,142,0,0,0,0,0,0,1,0,0,0,0,0
2006,6,142,0,0,0,0,0,0,1,0,0,0,0,0
2006,11,142,0,0,0,0,0,0,1,0,0,0,0,0
2009,11,142,0,0,0,0,0,0,1,0,0,0,0,0
2006,11,143,0,0,0,0,0,0,1,0,0,0,0,0
2007,3,143,0,0,0,0,0,0,1,0,0,0,0,0
2008,6,143,0,0,0,0,0,0,1,0,0,0,0,0
2006,3,150,0,0,0,0,0,0,0,0,1,0,0,0
2007,11,150,0,0,0,0,0,0,0,1,0,0,0,0
2008,3,150,0,0,0,0,0,0,0,0,1,0,0,0
2008,4,150,0,0,0,0,0,0,0,1,0,0,0,0
2008,8,150,0,0,0,0,0,0,0,1,0,0,0,0
2008,10,150,0,0,0,0,0,0,0,1,0,0,0,0
2009,2,150,0,0,0,0,0,0,0,0,1,0,0,0
2012,5,150,0,0,0,0,0,0,0,1,0,0,0,0
2008,1,152,0,0,0,0,0,1,0,0,0,0,0,0
2008,3,152,0,0,0,0,0,1,0,0,0,0,0,0
2010,5,152,0,0,0,0,0,1,0,0,0,0,0,0
2007,9,153,0,0,0,0,0,0,0,0,0,0,0,1
2007,11,153,0,0,0,0,0,0,0,0,0,0,0,1
2008,2,153,0,0,0,0,0,0,0,0,0,0,0,1
2008,8,153,0,0,0,0,0,0,0,0,0,0,0,1
2008,10,153,0,0,0,0,0,0,0,0,0,0,0,1
2009,4,153,0,0,0,0,0,0,0,0,0,0,0,1
2009,12,153,0,0,0,0,0,0,0,0,0,0,0,1
2010,2,153,0,0,0,0,0,0,0,0,0,0,0,1
2010,6,153,0,0,0,0,0,0,0,0,0,0,0,1
2011,5,153,0,0,0,0,0,0,0,0,0,0,0,1
2011,7,153,0,0,0,0,0,0,0,0,0,0,0,1
2013,12,153,0,0,0,0,0,0,0,0,0,0,0,2
2014,1,153,0,0,0,0,0,0,0,0,0,0,0,2
2014,2,153,0,0,0,0,0,0,0,0,0,0,0,1
2014,3,153,0,0,0,0,0,0,0,0,0,0,0,1
2014,4,153,0,0,0,0,0,0,0,0,0,0,0,1
2014,5,153,0,0,0,0,0,0,0,0,0,0,0,2
2014,6,153,0,0,0,0,0,0,0,0,0,0,0,1
2014,7,153,0,0,0,0,0,0,0,0,0,0,0,1
2014,8,153,0,0,0,0,0,0,0,0,0,0,0,1
2015,4,153,0,0,0,0,0,0,0,0,0,0,0,1
2015,5,153,0,0,0,0,0,0,0,0,0,0,0,1
2015,6,153,0,0,0,0,0,0,0,0,0,0,0,1
2015,8,153,0,0,0,0,2,0,0,0,0,0,0,2
2015,9,153,0,0,0,0,2,0,0,0,0,0,0,0
2015,11,153,0,0,0,0,1,0,0,0,0,0,0,0
2015,12,153,0,0,0,0,1,0,0,0,0,0,0,1
2016,1,153,0,0,0,0,2,0,0,0,0,0,0,0
2016,2,153,0,0,0,0,0,0,0,0,0,0,0,1
2016,3,153,0,0,0,0,1,0,0,0,0,0,0,0
2016,4,153,0,0,0,0,0,0,0,0,0,0,0,1
2016,5,153,0,0,0,0,0,0,0,0,0,0,0,2
2016,6,153,0,0,0,0,2,0,0,0,0,0,0,0
2016,8,153,0,0,0,0,1,0,0,0,0,0,0,0
2016,10,153,0,0,0,0,1,0,0,0,0,0,0,1
2016,11,153,0,0,0,0,0,0,0,0,0,0,0,2
2009,3,154,0,0,0,0,0,0,0,0,2,0,0,0
2009,4,154,0,0,0,0,0,0,0,0,2,0,0,0
2009,5,154,0,0,0,0,0,0,0,0,1,0,0,0
2009,6,154,0,0,0,0,0,0,0,0,2,0,0,0
2009,7,154,0,0,0,0,0,0,0,0,2,0,0,0
2009,9,154,0,0,0,0,0,0,0,0,1,0,0,0
2009,11,154,0,0,0,0,0,0,0,0,2,0,0,0
2010,2,154,0,0,0,0,0,0,0,0,1,0,0,0
2010,4,154,0,0,0,0,0,0,0,0,1,0,0,0
2010,5,154,0,0,0,0,0,0,0,0,1,0,0,0
2010,8,154,0,0,0,0,0,0,0,0,1,0,0,0
2012,1,154,0,0,0,0,0,0,0,0,1,0,0,0
2013,8,154,0,0,0,0,0,0,0,0,1,0,0,0
2014,2,154,0,0,0,0,0,0,0,0,1,0,0,0
2014,9,154,0,0,0,0,0,0,0,0,1,0,0,0
2014,11,154,0,0,0,0,0,0,0,0,1,0,0,0
2006,2,155,0,0,0,0,0,0,0,0,1,0,0,0
2006,3,155,0,0,0,0,0,0,0,0,0,0,0,1
2006,6,155,0,0,0,0,0,0,0,0,2,0,0,0
2006,7,155,0,0,0,0,0,0,0,0,1,0,0,0
2006,9,155,0,0,0,0,0,0,0,0,1,0,0,0
2007,1,155,0,0,0,0,0,0,0,0,1,0,0,0
2007,5,155,0,0,0,0,0,0,0,0,1,0,0,0
2007,8,155,0,0,0,0,0,0,0,0,1,0,0,0
2007,9,155,0,0,0,0,0,0,0,0,1,0,0,0
2007,11,155,0,0,0,0,0,0,0,0,0,0,0,1
2007,12,155,0,0,0,0,0,0,0,0,1,0,0,0
2008,2,155,0,0,0,0,0,0,1,0,0,0,0,0
2008,3,155,0,0,0,0,0,0,0,0,1,0,0,0
2008,4,155,0,0,0,0,0,0,0,0,0,0,0,1
2008,7,155,0,0,0,0,0,0,0,0,1,0,0,0
2009,4,155,0,0,0,0,0,0,0,0,1,0,0,0
2009,8,155,0,0,0,0,0,0,0,0,1,0,0,0
2009,9,155,0,0,0,0,0,0,0,0,1,0,0,0
2009,10,155,0,0,0,0,0,0,1,0,0,0,0,0
2010,1,155,0,0,0,0,0,0,0,0,1,0,0,0
2010,2,155,0,0,0,0,0,0,0,0,2,0,0,0
2010,3,155,0,0,0,0,0,0,0,0,1,0,0,0
2010,5,155,0,0,0,0,0,0,0,0,1,0,0,0
2011,1,155,0,0,0,0,0,0,1,0,0,0,0,0
2011,3,155,0,0,0,0,0,0,0,0,2,0,0,0
2012,1,155,0,0,0,0,0,0,0,0,0,0,0,1
2012,3,155,0,0,0,0,0,0,0,0,1,0,0,0
2012,7,155,0,0,0,0,0,0,1,0,0,0,0,0
2012,9,155,0,0,0,0,0,0,0,0,1,0,0,0
2012,12,155,0,0,0,0,0,0,1,0,0,0,0,0
2013,3,155,0,0,0,0,0,0,0,0,1,0,0,0
2013,6,155,0,0,0,0,0,0,0,0,1,0,0,0
2013,9,155,0,0,0,0,0,0,1,0,0,0,0,0
2013,11,155,0,3,0,0,0,0,0,0,0,0,0,0
2013,12,155,0,3,0,0,0,0,0,0,0,0,0,0
2014,1,155,0,2,0,0,0,0,0,0,0,0,0,0
2014,2,155,0,2,0,0,0,0,0,0,0,0,0,0
2014,3,155,0,1,0,0,0,0,0,0,0,0,0,0
2014,4,155,0,1,0,0,0,0,0,0,0,0,0,0
2014,5,155,0,0,0,0,0,0,0,0,1,0,0,0
2014,8,155,0,1,0,0,0,0,0,0,0,0,0,0
2014,9,155,0,1,0,0,0,0,0,0,0,0,0,0
2015,1,155,0,1,0,0,0,0,0,0,0,0,0,0
2015,2,155,0,2,0,0,0,0,0,0,0,0,0,0
2015,3,155,0,1,0,0,0,0,0,0,1,0,0,0
2015,4,155,0,1,0,0,0,0,0,0,0,0,0,0
2015,9,155,0,1,0,0,0,0,0,0,0,0,0,1
2015,10,155,0,1,0,0,0,0,0,0,0,0,0,0
2015,12,155,0,2,0,0,0,0,0,0,0,0,0,0
